Label,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,LBP_Mean,LBP_SD,LBP_PCA,Gabor Energy,Contour Area,Perimeter,Circularity,Aspect Ratio,Eccentricity,Solidity,Convexity,Extent,Hu_PCA,Edge Count,Curvature,Num Corners
1,16229.476516634053,1.5258789062499998e-05,9.401926738493525e-10,1.1972145020342736e-05,-0.022309697825081742,23.382692920918366,3.8360595106965563,-0.6173070790816271,7.040716677295919,8320.5,1166.5453666448593,0.07683445637079268,0.0,0.0,0.7212638696255201,0.7212638696255201,8320.5,0.0,1683,0.0008572319847929566,5
1,16256.25,1.52587890625e-05,9.385836511402604e-10,1.4455627881668138e-05,-0.0226981123455192,23.709841358418366,2.61053694623625,-0.2901586415817318,0.6452686543367347,4331.0,568.4995614290237,0.16839832979738845,2.9739044972055475,0.9417698082041542,0.7155129687758136,0.7155129687758136,0.3541002371024446,0.0,940,0.0017590163086253293,7
1,16232.51537018917,1.52587890625e-05,9.400106284706852e-10,1.2281481417774582e-05,-0.02244069846903635,23.433514030612244,3.6718151667023764,-0.5664859693876657,6.300721460459184,8322.5,1123.1483979225159,0.08290665322973258,0.0,0.0,0.7313268892794376,0.7313268892794376,8322.5,0.0,1507,0.0008903542949887093,4
1,16256.25,1.5258789062499998e-05,9.385836511402604e-10,1.4570161287831897e-05,-0.022796150068150497,23.767299107142858,2.3410868559095506,-0.23270089285709306,0.476383131377551,4183.0,504.75944662094116,0.20631405619099216,3.5099936624467514,0.95855700641808,0.7045645949132558,0.7045645949132558,0.36210180055401664,0.0,802,0.001981141723437559,8
1,16231.29028049576,1.52587890625e-05,9.400842054672658e-10,1.2158688360307068e-05,-0.02240764969705168,23.437320631377553,3.672468263476063,-0.562679368622345,6.749880420918367,8329.5,1052.4377219676971,0.09450090873943623,0.0,0.0,0.720763206853286,0.720763206853286,8329.5,0.0,1554,0.000950174988150694,5
1,16256.25,1.52587890625e-05,9.385836511402606e-10,1.4514809171953299e-05,-0.022741896182810847,23.737145248724488,2.484398900400964,-0.26285475127555197,0.6016222895408163,4022.0,489.93101978302,0.21056299790376765,3.386533859901089,0.955408544636024,0.7082232787462581,0.7082232787462581,0.3529308529308529,0.0,899,0.002041103664844244,9
1,16229.273075668621,1.5258789062500003e-05,9.402042716372956e-10,1.1868361389825404e-05,-0.022229177370004558,23.363341039540817,3.8934738246088125,-0.636658960459108,6.463747608418367,8324.0,1140.1605906486511,0.08046553149557285,0.0,0.0,0.7193846685679717,0.7193846685679717,8324.0,0.0,1773,0.0008770694305712566,4
1,16231.709515655577,1.5258789062499998e-05,9.400583139449754e-10,1.2175305772248792e-05,-0.022338801199281486,23.428970025510203,3.6979941074512794,-0.571029974489775,5.97672193877551,8262.0,1123.3910392522812,0.082268417592986,0.0,0.0,0.7153866135596155,0.7153866135596155,8262.0,0.0,1678,0.000890161987285915,5
1,16256.25,1.52587890625e-05,9.385836511402604e-10,1.4558107897009093e-05,-0.022783776375002854,23.751116071428573,2.4165023830196546,-0.24888392857148187,0.5187739158163265,139.5,988.2468147277832,0.001794953594855672,3.2504345634241436,0.9514992154094721,0.024640113044246223,0.024640113044246223,7.75,0.0,814,0.0010118929654991645,9
1,16229.785755055445,1.52587890625e-05,9.401742160058315e-10,1.2027933739561426e-05,-0.022333948770596135,23.396444515306122,3.801799778388804,-0.6035554846938781,6.92578125,8369.5,1196.6875022649765,0.0734425701607311,0.0,0.0,0.7113594832348816,0.7113594832348816,8369.5,0.0,1679,0.0008356400464676826,4
1,16256.25,1.52587890625e-05,9.385836511402604e-10,1.4543700757178733e-05,-0.022772354504405033,23.745954241071427,2.441171190055323,-0.2540457589285959,0.5698740433673469,108.5,960.4478243589401,0.0014780599453589189,3.129411205085141,0.9475697767276984,0.01909034925662004,0.01909034925662004,0.9863636363636363,0.0,857,0.001041180972706622,9
1,16231.758439334639,1.5258789062499998e-05,9.40054749855776e-10,1.2164146994240221e-05,-0.022385007518278353,23.424904336734695,3.701668343330046,-0.575095663265278,6.55582350127551,8473.0,1179.9595803022385,0.07647382430756093,0.0,0.0,0.7187818120122158,0.7187818120122158,8473.0,0.0,1554,0.000847486656910618,5
1,16256.249999999998,1.52587890625e-05,9.385836511402604e-10,1.4562899688017746e-05,-0.02278663184265231,23.7515943877551,2.416254680257539,-0.24840561224496424,0.5551658163265306,54.5,481.345232963562,0.0029559223147678955,9.739647963028798,0.9947151508640697,0.018088284102223698,0.018088284102223698,3.6333333333333333,0.0,826,0.0020775109661794453,10
